Customer ID,Product ID1,Product ID2,Product ID3,Product ID4,Product ID5,Product ID6,Product ID7,ProductID8,Product ID9,Product ID10
2828,242873,243745,242855,243733,243744,242858,242872,242861,242856,242864
2845,429493,391184,417279,398210,428978,431480,330796,391183,315753,410506
2868,373239,343491,343503,434278,343488,428594,428472,428486,429999,428478
2947,371756,410499,431480,410490,428477,410492,410507,409338,411182,410487
2973,352982,330813,428256,428250,397244,428971,427575,357322,430932,428232
2977,417279,429493,391184,428978,343485,373239,371745,397233,330796,343491
3014,391183,429493,391193,391184,398210,410506,428978,431480,397230,315753
3101,391193,391183,391178,315759,352980,404967,358702,391176,430804,397225
3129,231334,391178,275789,275781,275903,275937,275776,275926,275768,275907
3142,330818,329977,391176,384330,410371,432762,422560,329967,426488,434692
3247,429499,330803,410012,329976,429482,429473,330799,391183,429477,330796
3282,435435,435379,435393,383513,435425,435396,435408,426105,337575,435436
3295,431414,428486,433660,397230,427621,335629,428469,242872,431290,391193
3300,429493,391184,391183,417279,398210,428978,431480,330796,315753,410506
3374,261494,433856,436251,436182,436261,436266,436204,436183,435436,428477
3408,435393,404967,358685,431505,431463,315753,383513,337583,434680,435408
3420,391193,391178,391183,315759,352980,404967,358702,430804,410012,352993
3576,384330,426488,430830,432129,190198,428437,426800,431502,383513,432125
3579,420257,426478,404970,391193,330796,404971,428993,427758,426491,404967
3588,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
3601,275871,275866,275513,275532,275903,275781,275524,275534,369033,275768
3612,431480,428486,428470,428477,409360,431469,429503,410499,428978,330796
3632,242871,429502,358688,242856,426488,242864,426487,429494,431555,404952
3657,417279,370723,431480,417295,370736,391179,417297,384318,370758,376246
3752,429505,429511,429503,429494,430819,430803,429509,431376,371766,430821
3827,391193,430802,391183,415706,431362,434671,430806,434284,434689,391174
3919,431351,342096,343491,416827,343477,343478,424228,342097,342103,424222
3934,391200,435475,436884,426800,413876,391193,429493,435476,391184,275903
3961,429285,315753,431364,429261,431379,391187,431365,431342,431341,431383
4058,431570,431543,411217,431566,431554,431556,429791,431548,298390,431539
4200,417342,404967,417325,417320,426488,433657,404971,426490,415692,426486
4203,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
4216,415578,415588,415528,415566,415585,415593,415551,415530,415553,415613
4360,431570,431548,431543,431539,431564,431567,431566,431015,431568,373235
4361,391193,384325,384330,330816,329977,404589,329979,329967,246513,425782
4658,231334,429495,231322,376234,231326,231332,231306,428553,376220,428554
4684,391193,391183,391178,352980,391179,428971,397215,397225,428993,391176
4702,410499,410490,410487,410507,410492,431480,410506,410497,434284,410512
4717,435435,435379,383513,435393,434297,435396,435425,435413,426488,426105
4768,391193,391183,391178,315759,352980,404967,358702,430804,391176,397225
4794,358685,315753,404967,330796,426491,358688,298402,429238,426487,404955
4834,426800,429493,410014,431568,428993,343500,426797,426816,426821,245756
4841,417279,428978,435379,370723,430821,431480,435435,387062,429604,433669
4846,275903,275866,275871,275768,275898,275781,275906,275782,275757,275870
4864,410499,431480,410490,410507,410487,410492,410502,410497,434284,433663
4933,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
4950,431570,431566,433633,433632,330803,428965,429198,431548,431556,403320
4998,391183,429493,391193,391184,398210,428978,431480,410506,417279,315753
5003,427758,427771,427756,427772,427754,427765,427769,427760,427755,427768
5018,433865,433864,415578,330813,436884,415592,436261,432107,436182,415553
5033,384330,391193,430830,275799,431611,432129,384325,275903,190198,426488
5037,373250,373235,343491,343488,398198,371761,371769,352993,397215,391184
5049,330813,435435,383513,435393,410506,391178,435379,149125,435436,237832
5122,430932,430946,430941,430937,430944,430935,430925,430945,430926,430933
5161,424228,342096,427543,424222,430529,342103,428553,330818,430564,430525
5174,435436,261494,383513,435379,435393,261506,429739,435435,245260,357322
5188,426479,404965,426491,404952,426490,404955,431463,404967,426485,404971
5230,231334,334430,275741,275740,231306,231322,429495,231310,334428,231332
5259,431570,431548,431556,431554,431566,431543,431564,433645,431539,431567
5266,429487,422560,429511,430821,431029,403320,431014,391174,315753,429510
5271,428477,427758,428470,400172,425778,376232,427772,427771,384314,427756
5285,391183,430829,429473,315759,410012,431029,429482,391184,429485,391193
5288,384330,431502,343500,358688,383513,391193,435396,410506,315753,435435
5294,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
5297,436251,436203,436261,436182,436183,436266,436204,434027,434058,436262
5299,391193,391178,391183,315759,404967,352980,358702,430804,391176,410012
5336,275903,391178,275768,275871,275757,275866,275898,275906,275781,275524
5346,423055,391193,384325,423058,391198,429499,420298,373235,431341,418892
5391,329979,330796,329977,384325,330813,330818,315753,315759,329967,329976
5405,391193,391183,391178,352980,391179,428971,397225,397215,391176,315759
5409,431015,420266,315748,433645,393497,403320,330812,245756,422560,420252
5460,435435,435379,391193,383513,245260,435393,352993,435396,429739,315759
5473,391193,431362,275529,431379,343500,431029,252871,434136,433635,310646
5488,315753,411217,431290,432760,335629,429506,393497,369026,431025,420256
5501,330813,330816,417279,398221,387045,429498,391198,429510,429502,329976
5531,242873,243745,242855,243733,243744,242858,242872,242861,242856,242864
5570,417279,429493,432762,391184,330796,361631,335624,428978,156479,417312
5604,412821,436884,275903,432125,431463,404518,310059,415706,428236,432107
5611,358685,275789,315731,275799,411217,243745,275768,434215,431505,275906
5637,343491,391183,431355,430802,413881,397215,397239,403351,432765,431376
5732,436261,436203,436266,436182,436251,436262,436183,436204,434058,434027
5745,430564,430565,430529,430525,424228,275524,275538,430550,430526,430588
5786,434680,330796,391183,426488,426491,434688,417524,330803,404952,430802
5816,383513,435435,435379,435393,435408,435425,337583,426105,343499,435396
5817,429493,391183,391184,398210,417279,428978,431480,391193,315753,330796
5853,426491,426488,431505,433086,330813,431202,433866,428477,433856,431290
5890,431548,431568,431539,435794,376234,417342,433645,431383,433816,431554
5898,335629,231334,431548,343499,231322,231310,231308,434680,335624,231332
5932,343500,410499,431480,410490,410492,410507,315753,398203,428983,410487
5969,315753,391183,410499,270860,410490,420170,410507,364810,410487,431238
5976,391193,391178,391183,315759,352980,404967,358702,430804,391176,410012
6014,261494,428256,435390,435435,435379,261506,435393,426105,428993,330796
6063,231334,231332,231326,231322,231310,231306,231319,384330,415706,275542
6079,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
6088,275529,275871,413880,413878,275522,237832,275516,242877,251563,275511
6094,435393,428477,261494,435435,245260,435375,383513,435379,435413,435436
6109,412821,432129,428256,432107,404518,432104,428235,432127,428250,432113
6111,373239,343499,428486,391183,343485,397424,373236,371765,358688,431376
6133,435435,383513,435393,429739,435425,245260,435396,426105,435408,435436
6200,391185,391179,391173,431480,397217,397233,391174,397230,391178,410506
6202,411217,243745,431014,431570,243744,433645,433835,391178,433820,422560
6213,391193,391183,391178,315759,352980,404967,358702,430804,410012,391176
6249,431570,431554,431548,431543,431539,431566,431542,431564,426800,431568
6275,391178,435435,435379,371756,391187,398203,383513,243745,357322,435393
6284,413881,242859,242877,243728,428971,242881,403353,423053,391188,190198
6308,231334,275741,275740,433816,231322,231306,231326,231332,231310,429482
6326,403353,403351,391184,413881,391183,428966,397215,406734,397239,432750
6327,391193,391183,391178,352980,391179,428971,397225,397215,391176,315759
6328,413881,413878,242878,431376,384308,423053,391188,369033,413876,430806
6329,435435,435379,435393,383513,426105,435436,245260,435375,435425,435408
6331,410014,343499,231688,428966,391187,242878,429493,275919,275799,275926
6334,432129,428256,430830,428250,397215,428235,432126,432125,432127,432107
6338,283872,428978,371765,428993,400107,340194,340195,283891,398203,398210
6348,429488,434281,433663,417295,429499,429493,417297,417330,429511,434436
6389,391193,371765,413213,429246,433662,373250,420058,391184,404967,420260
6411,373247,373239,434278,343485,343479,343501,343491,373244,428486,428473
6481,283897,283891,369193,326039,336701,411217,379284,408813,335629,425104
6495,429493,410507,426488,415706,433642,410490,417342,417328,432770,405949
6498,231334,275740,275741,425784,434680,434434,415670,231326,231332,231310
6507,358685,426491,404967,429238,330796,404955,358688,315753,404952,426487
6513,391178,358702,429502,398210,417342,226038,340194,378247,226042,226044
6566,431554,431548,431570,431556,431543,431566,431568,431567,431564,433658
6573,415706,415707,231334,231322,421253,415708,231326,415703,415702,231332
6576,433824,243744,243733,275799,426488,387062,275926,201409,242856,275919
6742,391193,391178,391183,315759,352980,404967,358702,430804,410012,391176
6804,275903,275768,275866,275898,275757,275781,275789,275871,275906,275782
6861,430802,387062,391193,371771,343503,398203,432758,404958,426488,417342
6993,429488,429493,429505,429494,429485,429487,429503,429510,429473,429482
6997,283891,283897,369193,329977,425132,262969,391187,432758,357322,262971
7088,413880,242878,397215,428256,243745,428259,436884,242873,413876,428250
7141,431570,418520,433645,431543,298390,431548,431556,431554,415706,429791
7466,429485,429473,429494,429505,429482,429511,429493,429487,429503,429474
7474,283872,283891,262969,428978,425132,262971,262968,262966,425128,400107
7581,391193,330803,384330,329979,391178,410014,330799,315748,329953,315753
8012,429493,391183,391184,398210,417279,428978,431480,330796,315753,410506
8246,431548,431556,431570,431539,431543,431568,358688,431557,431566,431567
9150,430821,275903,275926,242878,430802,275541,275871,275907,275799,275532
9172,391183,436266,391178,427758,427756,436261,427754,427771,427768,427772
9177,404952,330818,432762,275542,426800,426494,391193,430802,431502,404955
9207,391183,391193,429493,391184,398210,410506,397230,315753,431480,397215
9250,391193,391178,391183,315759,352980,404967,358702,430804,410012,391176
9410,283891,262968,283872,262966,425104,357322,425132,262967,373235,425137
9439,243745,242873,243744,243733,343500,242864,242856,426800,242858,242855
9448,426488,426491,426478,404967,404955,404965,404952,426486,426479,426485
9462,426478,404970,431556,404971,404967,431554,434680,426488,426491,274444
9463,433645,431570,429537,431539,397230,310646,431543,427621,415706,418520
9490,275903,252871,275941,275871,252829,225057,275768,275898,252879,243728
9544,429493,417279,391184,330796,428978,432762,431480,315753,343485,371745
9580,417279,429493,391184,432762,330796,428978,335624,361631,417312,431480
9665,275906,275768,275898,275866,275871,275789,275757,275767,275941,275776
9830,435435,435379,383513,435393,435425,245260,384330,433086,435436,337575
10143,432129,428256,432125,412821,428235,428250,432126,404518,432107,428236
10668,431721,433665,431539,415706,431548,431570,433633,231334,431709,433673
10703,335629,335624,315753,242872,433642,330813,431376,242878,410014,305818
12129,433820,433845,410012,397244,433824,398198,410371,433815,330796,275567
12507,225103,243745,343500,243733,431029,432129,406493,432125,430830,432107
12783,427771,427772,427758,427754,427767,427765,427768,427766,427756,427773
12804,391183,434680,330796,330803,426488,426491,434688,417524,404952,430802
13092,391178,315759,431029,358702,410014,431014,369017,429285,431566,245756
13155,315753,384330,329958,433665,315763,330813,329977,431721,329947,431736
13238,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
13247,243745,275789,275926,275906,433816,434284,275919,275802,275849,275924
13248,426488,404971,404967,426491,404952,426490,426486,426485,426479,426492
13266,430803,337785,398210,430819,430821,430822,430826,430808,435435,431015
13412,275903,275768,275906,275781,275799,275919,275866,275757,275924,275907
13413,435435,435393,435379,330818,383513,337583,426105,245260,435396,435425
13483,242873,243745,242856,242864,243744,242857,431502,429502,343500,242855
13544,432129,432125,432107,432127,404518,428235,428256,415707,428250,415705
13637,426488,426491,404967,404965,426490,426485,404952,426487,404971,426486
13654,391193,391183,391178,391179,428971,352980,397215,428993,397225,391176
13726,391193,391183,391178,352980,391179,428971,397215,397225,428993,391176
13824,315753,415706,422558,415707,429477,412821,432747,415708,261494,415705
13845,343500,429493,410499,428983,429510,329977,426821,426797,431480,431362
13876,391193,315753,231334,433856,231319,231310,431400,231322,431548,371746
13886,431611,391194,245195,337556,420309,410506,383293,429479,420260,398210
14014,431539,431721,415706,431736,431548,433645,433633,431715,358688,433665
14027,391178,431029,410506,259973,418891,428256,428486,425112,391200,415706
14033,431570,431556,431539,431554,431548,310646,433645,391193,415707,431721
14034,404967,426488,426490,404952,426491,429494,404955,431502,404965,426485
14081,415592,415578,415530,415528,415613,415550,415593,415607,415566,415584
14088,370723,370736,417279,370744,370747,370758,376246,384306,387062,425778
14094,343499,428486,373239,343479,428473,428475,352991,428472,237832,373247
14144,411217,384330,391178,315753,410014,245756,429479,410265,429482,329979
14151,427758,427756,435435,427772,427771,427768,427754,427769,427766,427765
14169,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
14172,373235,343491,343500,343503,387062,373250,422571,343478,315753,433670
14235,426800,426816,433645,431570,429493,431566,429479,431029,429474,431556
14251,391183,391193,429493,391184,398210,410506,397230,431480,428978,315753
14261,417334,417320,432765,432747,431376,417338,417319,417328,417344,417324
14307,391183,391193,430802,426488,391178,330818,426478,404952,404951,404965
14315,431556,431548,431543,431554,431566,433645,433633,431564,431562,431539
14316,429493,431548,329977,431554,428993,243745,426817,329947,387062,431539
14337,242864,275926,242873,275741,242871,334425,275799,334428,242856,334430
14345,275799,275789,275924,275907,275757,275919,275768,275781,275866,275776
14383,427758,427756,427771,427772,427754,427765,427768,427769,427766,427759
14400,429493,391183,391184,398210,417279,428978,431480,330796,315753,410506
14418,431015,393497,359676,369023,420259,429509,369033,315753,245756,431021
14441,343500,432129,410499,409360,428256,387062,431469,434284,432125,426800
14475,429493,387062,397230,433824,398203,431202,371756,243745,397215,231334
14494,391183,429493,391193,391184,398210,428978,431480,410506,315753,417279
14514,391183,429493,391193,391184,398210,428978,410506,431480,315753,397230
14528,429488,429499,429506,429485,340194,431015,429505,431566,429473,429479
14654,431029,431019,369033,432126,431014,391200,431009,420309,431022,413880
14665,429495,429473,410506,431029,426800,429493,429479,429488,373239,429494
14850,275903,275768,275941,275757,275781,275782,275898,225057,275871,275906
15001,431548,431554,433658,384330,431570,431556,432129,431546,431543,329979
15113,432752,413881,431376,397225,391193,417334,379284,430821,397239,432745
15253,242873,243733,243745,436261,436203,433856,436266,436182,436268,242855
15559,391193,391178,391183,315759,352980,404967,358702,428971,410012,428966
15619,431019,431014,431029,274424,391194,343491,369033,432750,413881,391187
15644,384325,423058,373235,423057,243745,235873,242857,242873,242871,391198
15665,429537,391193,310646,426488,426491,404951,404952,391183,343488,428491
15723,431029,391183,420260,431015,433645,410371,422571,431556,433642,403320
15801,410371,242878,330796,422560,384330,433824,413881,190198,315753,423053
15806,369026,420259,432765,393497,315753,420263,231308,384330,275741,420262
15811,429493,391184,417279,391183,398210,428978,431480,330796,315753,410506
15903,343503,427543,426488,432758,371756,428056,425127,429493,415556,430595
15962,436261,436266,436203,436182,436251,391183,436268,436262,434025,434058
15970,431365,431364,387051,431341,391198,430803,429473,397215,431351,431342
15976,275799,275789,243745,275919,275924,275907,275906,275741,275776,275768
16026,427758,427755,427771,427756,427772,427754,39809,427769,431548,429488
16043,391183,427758,427772,427754,427756,275903,427771,427768,427765,427769
16067,431480,428978,431463,410499,428971,428993,242878,410487,431469,431539
16074,433816,436251,391183,330796,436183,436203,436182,433845,436266,436204
16182,391193,391178,391183,315759,352980,404967,358702,430804,410012,391176
16189,430565,431721,415706,433645,231308,431539,330813,431548,431570,430571
16192,426488,404967,404965,426491,426490,404971,426478,426487,426492,434680
16210,428256,431354,432129,391178,398210,431355,431364,432111,431383,428250
16241,391183,426488,405949,410506,343491,373235,405934,426490,343500,404967
16325,431548,431556,431570,431564,431543,431568,431539,431567,431557,433816
16369,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
16451,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
16491,384330,315753,329979,315759,410014,358685,359676,335624,330820,335629
16509,428256,432125,428250,417343,432741,428248,427926,432104,428235,428259
16511,431570,403320,433645,433642,433632,315753,431566,429198,429488,433665
16529,433856,436261,436182,436251,436203,436266,436183,436262,436204,434058
16535,336851,391193,389109,427783,391184,330796,431029,435375,436251,259973
16667,391193,358685,429537,431556,431539,431554,422560,310646,431548,431568
17396,429493,391184,391183,417279,398210,428978,431480,330796,315753,410506
17556,391183,429509,391193,433660,431343,433657,429501,156592,433665,429505
18032,391179,391173,384330,371759,431480,391178,371756,420259,428477,391185
18705,433665,433663,433669,433670,433657,433660,433673,433658,433655,434281
19038,391178,410014,369026,411217,315759,409338,359676,243745,429285,369023
19301,371765,245260,429739,411217,283897,283891,336701,262969,435379,357322
19348,231334,430941,430948,430932,231308,430935,430926,425782,430922,430925
20895,420259,426817,420256,364804,431568,244912,337880,132679,364810,332642
21029,410506,429495,343491,343488,428993,330818,426797,373235,371765,387041
21247,329953,330803,435435,417342,352054,425787,410499,426488,330801,358685
21395,429495,315753,330818,275741,430821,330799,330800,275740,330803,428984
21475,275524,275532,237832,220562,387051,275941,275757,275764,334321,431366
21778,391193,391183,391178,391179,352980,428971,397215,428993,397225,391176
21884,371766,371769,371762,391193,371761,383298,371753,371765,371748,371746
21890,426488,391183,426490,426487,404967,431502,404965,404952,426491,426485
21911,431480,431463,391193,430937,231308,430932,417279,430814,430948,430941
21979,315753,391178,261494,433856,431376,433642,432286,391188,413876,420308
21984,431029,429503,429483,431030,410012,429499,429490,431019,242871,429495
21993,410490,410499,410487,391183,410507,431014,270860,246514,410492,409360
22047,391193,391183,391178,352980,391179,428971,397215,397225,428993,391176
22133,423055,391193,384325,423058,391198,429499,420298,373235,431341,418892
22175,431480,410506,429511,429503,434284,410499,429604,431463,429473,429488
22224,427758,427772,427771,427756,427754,427769,427773,427760,427759,427755
22269,429493,391184,391183,417279,398210,428978,431480,330796,315753,410506
22290,231334,246513,425785,231310,275926,231332,431400,231306,429493,330796
22340,397215,432746,433816,431355,405949,434278,397218,433606,387062,430829
22402,326157,431029,373235,433662,433635,431325,431570,429503,357777,431556
22648,397233,397215,397230,397225,397241,397218,391184,391173,391183,433606
22687,315753,429285,429250,429261,329947,431364,315759,330799,359676,431379
22731,371765,391193,343499,364810,426393,243745,243733,428486,343495,371766
22736,435435,426488,335629,433086,433642,435379,435393,435396,436884,431463
22799,391193,391183,391178,315759,352980,404967,358702,430804,391176,397225
22836,391193,391178,391183,315759,352980,404967,358702,430804,410012,352993
22838,275906,275740,275903,275789,275781,275926,243745,275768,231334,275937
22848,429502,391193,429479,429503,429485,224838,429499,429494,429498,429493
22963,428477,425778,376234,376238,376220,384293,428470,432765,384308,384315
22987,432125,412821,428256,432109,432126,432107,432127,432111,428250,428235
22992,417279,429493,432762,391184,330796,361631,156479,335624,129472,164362
23002,431556,431548,431543,433645,431554,431566,433633,431564,403320,433632
23038,330796,329979,384330,330803,410012,433660,329976,369026,335629,330799
23058,329979,384330,429506,329976,420259,330796,431015,358685,315753,330799
23154,431018,369033,431015,431019,422556,315753,429488,433635,413123,397215
24195,426488,404955,404965,426491,404967,426490,426485,404951,426487,391183
24670,391174,411217,431355,429739,429791,384330,39939,428437,397230,397218
24838,429503,429511,415578,415592,415670,433657,415556,415676,415686,415658
25734,431570,431548,431556,431554,431566,431543,433645,431564,431539,431567
26753,391183,242878,428966,428971,410012,403353,423053,431004,403289,275903
26824,310646,429537,426800,431362,391193,359676,429532,429539,429542,431539
27265,237832,275522,251563,417343,428559,275538,237827,428553,275532,275536
27271,426491,434689,426479,404952,426490,404965,404955,426485,404968,434680
27812,415592,415588,415528,415550,415530,415613,415553,415566,415585,415584
27924,431015,417342,428477,376220,398203,376234,430946,428056,225226,370291
27954,436266,436251,436203,436261,391178,436182,435393,435436,261494,425662
28116,432129,432125,412821,428256,432126,404518,384330,428250,432127,432104
28174,275768,275866,275871,275906,275757,275941,275782,225057,275767,275789
28181,315753,246514,425785,246513,415706,425782,415707,415700,246498,293943
28187,432750,428256,432127,428250,404518,432125,428235,432129,412821,428236
28201,391183,391193,429493,391184,398210,410506,397230,315753,431480,397215
28275,315731,315753,329979,329947,358688,330803,384330,431505,429238,315759
28283,242873,242864,242871,242856,243744,243745,334425,275541,334430,334428
28344,391183,391193,429493,391184,398210,410506,397230,431480,428978,315753
28374,391183,391178,430821,417338,432765,417320,417334,417328,430825,329977
28572,371770,410506,428966,363826,371769,383295,370291,371762,428971,430946
28650,417279,429493,432762,391184,361631,330796,335624,428978,156479,417312
28671,426800,315759,243745,358685,430802,391193,201425,329953,359676,329947
28675,428477,422117,425782,428966,422111,422122,430819,422120,422121,422105
28725,404965,404971,426491,404967,426479,404952,420257,404970,330818,426490
28795,243745,243733,423055,384325,243744,242873,275926,242857,275799,275789
28855,428978,398210,411217,358688,383513,426105,431364,398218,430823,435379
28861,431539,391183,418520,262968,262969,431543,431554,262966,298390,431556
28881,369033,431029,384308,410019,431024,413881,329977,434281,430830,192002
29053,231334,431556,433645,231310,231306,431543,275741,275740,431548,425782
29107,391193,391178,391183,315759,352980,404967,358702,430804,410012,428966
29108,391184,427758,427771,427772,427756,427754,427765,427769,427768,427766
29144,391183,242878,428971,428966,410012,428993,335629,431004,403353,423053
29259,431570,426488,433635,252871,433670,432126,433642,433643,433662,431407
29396,435435,435379,245260,435393,435436,383513,435408,426105,429739,337575
29409,391178,426488,404967,426478,410506,420309,391179,420257,433642,190192
29426,423055,357322,432126,431611,410506,259973,423058,391198,218690,415706
29460,431570,429503,433645,433635,429474,433632,429479,433633,431566,279088
29511,433816,430821,430802,330796,433835,391183,433824,431539,410371,431548
29594,427758,427772,427771,427756,427754,427765,427769,427773,427768,427766
29609,431029,410506,429503,429479,431014,330796,404967,336851,427783,389109
29615,275903,275866,275898,275757,275871,275781,275941,275906,275789,275767
29621,391193,391183,391178,315759,352980,404967,358702,430804,391176,410012
29632,433816,330803,433835,433645,329976,410265,433820,431566,393497,243745
29657,262969,262968,231334,262971,262967,262966,425104,391193,283897,307746
29685,435435,435379,435393,383513,275903,411426,435396,435428,435425,261494
29706,391193,391178,315759,391183,404967,352980,358702,430804,410012,391176
29707,426800,343500,391183,391193,343491,343488,426488,343503,201409,387062
29737,427769,427761,427763,260460,400168,83245,260462,433673,122176,431721
29763,343491,359676,391178,343477,431351,335629,315753,391191,315759,433146
29771,391183,430802,371771,403353,391184,431355,423053,397215,391174,343491
29778,426488,391183,391179,391187,426492,330818,330803,426491,404965,315759
29824,243733,243744,242873,242857,276669,242856,242871,242861,242855,242858
29957,426488,404952,404965,426478,404955,404967,426490,391193,426485,404971
29962,436261,330796,436251,436203,436266,436182,391183,436204,434025,436262
30103,428256,428250,432125,428259,428235,432129,397215,428248,404518,432104
30179,391193,391178,391183,315759,352980,404967,358702,430804,410012,352993
